Date,Stock,Twit
11/13/19,AMZN,"$NKE $AMZN Nike Will No Longer Sell Products Directly On Amazon: Nike Inc will no longer sell products directly on amazon.com/. “As part of Nike’s focus on elevating consumer experiences through more direct, personal relationships, we have made the de.. https://newsfilter.io/articles/nike-will-no-longer-sell-products-directly-on-amazon-dc9150c788f3a5938b4fb51c5151c20d"
11/13/19,AMZN,"$AMZN SoftBank's Z Holdings confirms merger talks with Line: The Softbank-owned operator of search engine Yahoo Japan is in talks to merge with messaging app firm Line Japan, January 25, 2017. REUTERS/Toru Hanai Z Holdings, which last month changed i.. https://newsfilter.io/articles/softbanks-z-holdings-confirms-merger-talks-with-line-7244392e22667d97b7614016cc1a0bcf"
11/13/19,AMZN,"$FB $AAPL $FNGS $AMZN $NFLX REX Shares Rolls Out A New ETN For FAANG Fans: REXShares, the issuer of exchange traded products behind a nifty lineup of leveraged exchange traded notes is adding to that roster with a new FANG-focused ETN. What Happened .. https://newsfilter.io/articles/rex-shares-rolls-out-a-new-etn-for-faang-fans-ae0f178620cd369c82656050b12ae85b"
11/13/19,AMZN,"$AMZN Amazon launches AWS Data Exchange: Amazon Web Services announces Data Exchange, which helps customers find, subscribe to, and use trusted third-party data in the cloud. Qualified data providers include the likes of Reuters, Change Healthcare, a.. https://newsfilter.io/articles/amazon-launches-aws-data-exchange-1cf38b1e16878425791818ca868053cd"
11/13/19,AMZN,"$AMZN AWS Announces AWS Data Exchange: , Amazon Web Services, an amazon.com/ company, announced AWS Data Exchange subscribe to, and use third-party data in the cloud. Qualified data providers include category-leading brands such as Reuters, who curate.. https://newsfilter.io/articles/aws-announces-aws-data-exchange-650dfd783d477c5b470bc64a7756aef4"
11/13/19,AMZN,"Whichever big tech company realizes this first, will become the defacto source for on-demand and live audio streaming on mobile and in the home. When will these companies realize the value of SiriusXM and make a move to acquire them?  Owning SiriusXM will catapult any one of these big tech companies right into the driver's seat! (no pun intended)"
11/13/19,AMZN,This delta (difference) is not sustainable. And the XLY has a declining tops line as I outlined with a trendline and my guess is that it will break that trendline to the upside at some point and money will flow back into it and probably a big source will be the consumer staples having outflows XLP and inflows to the consumer discretionary XLY
11/13/19,AMZN,"$SPY Trump Cult love to say it was ""so easy to make money when Obama was Elected"" & thats why the Market went up.  Yeah, I remember when the GOP & Fox & the pundits were saying the Market was going to soar under Obama & how he was going to do so well so invest right away!, just check the record & you'll see the love they gave him.  :o)  smh "
11/13/19,AMZN,"German Chancellor Merkel is now urging the EU to claim digital sovereignty by developing its own platform to manage data & reduce its reliance on cloud services run by $AMZN $MSFT & $GOOG ""So many companies have just outsourced all their data to U.S. companies, which will create dependencies that I'm not sure are a good thing."" she stated."
11/13/19,AMZN,"$AMZN you guys should be kissing Trump's fucking hairy beanbag that you still have the opportunity to buy Amazon under $2000. Malicious or not, he's creating a buying opportunity that is lasting a long time and I'm using this time to accumulate. Next year, year after, whenever, it'll be 3000 before you know it"
11/13/19,AMZN,"Folks saying $DIS D+ is a $NFLX killer r completely wrong. $DIS produces their own content using their studio arm and dont go out into the market to bid for originals like $NFLX is doing along with $AMZN $AAPL, $T (maybe for hulu but even there I will wager 20cfox and fx will help with orignal content) "
11/13/19,AMZN,"$AMZN i don't think most bulls get it, amazon has been bought for 25 years straight up. Tons of long time bulls who will resist selling until this is sub 1000, sub 800, etc. The time is now if you are nimble to get out and not hold the bag. the deleveraging in this is going to be massive"
11/13/19,AMZN,"$AMZN very confused here our trust has one hundred shares. As stated my cost on12, 500.  SHARES OF $BHC WAS OVER 107 STLL HOLDING AND COST ON $PBYI WAS OVER  110. SOLD 6300 SHARES AT 46 AND $FEYE had 20,000 shares and lost on that over half million. My life savings of 2 6 million gone."
11/13/19,AMZN,$AMZN anazon needs to take over $KSS and kill shyty walmart.  Use the retail space to its advantage.  Amazon freight needs to start competing with ups fedex dhl. They have a platform open it up.  Then start online auction company to compete with ebay.  Cuz ebay is also a shyt platform
11/13/19,AMZN,"$AMZN That China news really boned us, terrible timing.  Would have held that 1760 strong support otherwise, and likely found mid 1770s tomorrow (whether that would sell off before EOD again is likely, but hey).  Now we're more realistically looking at an open tomorrow in the 1740s"
11/13/19,AMZN,"$AMZN Just my opinion, but I think AMZN is a tell for the rest of the market.....markets hit new highs but less stocks are participating...low volume.........everyone betting on Trump making a deal with China in December.....one bad bit of news and it's ""Katy bar the door""...."
11/13/19,AMZN,$AMZN no one has a crystal ball... I bought 100 shares because I believe in the company... I have been on this horse since 900.. off and on... ask yourself this... do you or anyone you know use AMZN on a regular basis... if not you are more of a hermit than myself...
11/13/19,AMZN,"And for those that think it’s just a bear flag and stair stepping down, u might be right and that’s usually too obvious, cause in the chart below we were told in Decmeber 2018 it’s a bear flag and going to $900 per share as CNBC had Todd Gordon come out and say..."
11/13/19,AMZN,"Combined w/ Disney's other streaming businesses - Hulu, which has 28.5M subs, and ESPN+, which has 3.5M subs - Disney now serves 42M viewers in the US vs 105M for $AMZN Prime Video, 60.6M for $NFLX, 42M for $T HBO/HBONow, & 8M for $CBS All-Access/Showtime."
11/13/19,AMZN,"Analysts said physical sporting-goods retailers would benefit from Nike’s departure from Amazon. The pilot program was an “overhang” to the stock valuation of Foot Locker Inc. that’s now removed, Raymond James analyst Matthew McClintock wrote in a note. "
11/13/19,AMZN,"Also, so far we have 3 higher lows and two higher highs, if we break below the second higher low (L2) that is a change, however if we hold above that and make a higher high above (H2) then three makes a trend...and that level is approx around 1810-1815"
11/13/19,AMZN,$AMZN watch then $AAPL starts to get selling and the short term top is in amzn will start to get rotation back into it the stock. amzn has not participated in much during the last few months. feels like its probably due once hot money on aapl moves on
11/13/19,AMZN,$DIS already approaching 2 million subs after one day. They will continue to break records. Expecting 5 million subs by end of the month. How will the completion keep up? $NFLX $T $AMZN they will need to go international and acquire things like $EROS
11/13/19,AMZN,"$AMZN It feels like articles at this point are just alternating between ""Amazon will rule the world, anti-competitive, oh my God all hail God emperor Bezos, break them up"" and ""Oh my God is Wal-Mart catching up???????""  Make up your mind at least."
11/13/19,AMZN,"$AMZN Nike finally realizes about Amazon is ripping off the originals sellers, and letting knock-off sellers from China make profits on amazon... Nike's move is the best move! Amazon needs to control these Chinese sellers in America store.  LOL"
11/13/19,AMZN,"$WMT personally I have been waiting impatiently for $AMZN to finally deliver groceries to my house in a major suburb, well still a big fat no, however this past wknd I had Walmart delivery my groceries in a seamless pleasant experience."
11/13/19,AMZN,"$AMZN NEW ARTICLE : Amazon HQ2, a year later: How the search for a 2nd home changed the company, and the country dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN"
11/13/19,AMZN,$GOOGL $AMZN I dont know.  This banking thing makes me think it's more n more likely government going to step in and break these up somehow.  The connectivity web these are weaving is going to be immense are unbalanced for competition
11/13/19,AMZN,"While unemployment has fallen to a near half-century low, job growth has slowed on Trump's watch, with 6.3 million jobs added during the last 33 months, compared with 7.4 million jobs during the last 33 months under President Obama."
11/13/19,AMZN,$T $GOOGL $AMZN NEW ARTICLE : Agility: The Need To Understand The Impacts Of Change And Not Just Talk About Them dashboard.stck.pro/news.php... Get all the latest $T related news here : https://dashboard.stck.pro/news.php?ticker=T
11/13/19,AMZN,"$AMZN NEW ARTICLE : One year later, here’s what Amazon’s HQ2 has done to home prices in Northern Virginia dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN"
11/13/19,AMZN,"$AMZN even more fake on Alibaba, however, Nike still stay on, so double standard here, the real reason of quit is that Nike amzn sales really poor, plus amzn charge 15% commission if items are sold vs baba charge almost nothing."
11/13/19,AMZN,"$SPY Ok So on my trading today my ""1st entry Buy""  wasn't great but my ""2nd entry Buy"" was ""Perfect""  so Im going to release that to my Broker& see if they let me use that one for my gains, Fingers crossed $BABA $AMZN $AAPL $FB"
11/13/19,AMZN,"$AMZN $CRM NEW ARTICLE : AWS, Salesforce join forces with Linux Foundation on Cloud Information Model dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN"
11/13/19,AMZN,$AMZN $WMT NEW ARTICLE : Walmart To Open Q3 Books And Offer A Look-See On Key Holiday Shopping Season dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/13/19,AMZN,"$AMZN through my elaborate charting I was able to determine that this will drop as long as you own it and i was able to pinpoint the second it will fly, which is the second you get pissed off and sell it #cantwin #flamingturd"
11/13/19,AMZN,"$AMZN is about to crash hard $NKE just pulled all shoes from amazon as you know NIKE sells billions of shoes on amazon. $SPY  the BACKLASH and exodus of brands from amazon has begun, they can't take bezos and his bs anyomre"
11/13/19,AMZN,"Digital TV Research: F/casts Disney services will amass 101M subs in the next 6 years and combined w/ Netflix, Amazon Prime Video, Apple TV+ and HBO Max, global VOD platforms will have a combined base of 529M subs by 2025."
11/13/19,AMZN,"$AMZN  if you bought shares in October 2018 and have been holding since, you'd have a P&L on that trade/investment of a few dollars.  Pretty decent returns.  What's that, like +0.76% gain or something phenomenal like that?"
11/13/19,AMZN,"$AMZN It’s crazy how absolutely horrendous AMZN’s chart is. They have really fallen out of the public’s favor. Obviously, this won’t be permanent. Watching this for the next few months for a more attractive entry point."
11/13/19,AMZN,$AMZN NEW ARTICLE : Growth-Related Margin Compression Concerns Keeping Amazon Stock Sideways dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/13/19,AMZN,"$DIS+ streaming exceeds expectations w/ 10M sign-ups in its 1st day (1.9M were pre-orders). Industry watchers est'd 8M subs by YE19. According to reports, 34% of Disney+ subs own at least one more streaming service."
11/13/19,AMZN,"I think $AMZN has spoiled investors' and traders' minds. Sure, Amazon wasn't profitable for years, but it ended up actually working out. I don't think that will be the case with many stocks like $UBER and $LYFT . "
11/13/19,AMZN,$AMZN wtf is wrong with MMs? Can someone tell me why on th f*cking earth isn’t SEC doing anything??? How hard is it for them to halt any selling below $1780?? Ffs they have one job and they’re failing at doing it
11/13/19,AMZN,$AMZN $GOOG $MSFT NEW ARTICLE : Dell Technologies Brings Cloud Business Models 'On Prem' dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/13/19,AMZN,"On the daily time frame it reminds of a similar chart in Boeing, where it broke out of a declining trendline, and usually when that happens it retests that line and sees if what was resistance can become support"
11/13/19,AMZN,$AMZN we tested 1763 area as expected. Now looking for us to possibly fill the gap at 1777 or so if 1763 holds after possible retest. Watch for selling pressure. If it increases we may break and continue lower.
11/13/19,AMZN,$AMZN assholes! Nothing else! They have been selling this shit off non stop. Huge drop today when the market is up. It only scares me how much this thing will tank when the market is in red? Waiting on Buffet
11/13/19,AMZN,"$AMZN NEW ARTICLE : Amazon's ""All-In"" Bet on Prime Could Be a Risk for Its Stock dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN"
11/13/19,AMZN,"$AMZN that 1748 held. Would have liked to have seen a bigger bounce to 1764 tho. Still two days left in the week, scalped puts to account for loss on calls I held.  Maybe we get 1800 or 1733.... whatever"
11/13/19,AMZN,$AMZN bears are funny. If there is anything wrong with the China deal... I wouldn’t mind holding a company that is completely beat up for the year... I would not want to own Apple at all time highs...
11/13/19,AMZN,$AMZN NEW ARTICLE : High Conviction Buy: Amazon Is A Must-Own Growth Machine dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/13/19,AMZN,"$AMZN I find it strange that AMAZON did all the promoting for Disney+, available and accessible to Prime members, but it’s stock plummeted today, whereas $ROKU rallied on $DIS news. Head scratcher..."
11/13/19,AMZN,$AAPL $AMZN $DIS NEW ARTICLE : AT&amp;T: Let The Streaming Wars Fully Begin dashboard.stck.pro/news.php... Get all the latest $AAPL related news here : https://dashboard.stck.pro/news.php?ticker=AAPL
11/13/19,AMZN,$AMZN $WMT NEW ARTICLE : Why Can't amazon.com/ Get Physical Retail Right? dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/13/19,AMZN,$AMZN $IBM $MSFT NEW ARTICLE : Microsoft Wins the Pentagon JEDI Contract dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/13/19,AMZN,$AMZN NEW ARTICLE : Amazon Stock Will Continue Its ‘Prime’ Winning Ways dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/13/19,AMZN,$AMZN WS loves wedges and trendlines. Drew a trend line from 52 week low to 52 week high and as you can see a move hopefully past the upper trend line @ $1790 will have it running up past $1850
11/13/19,AMZN,"Disney ests it will have b/n 60M-90M Disney+ subs by 2024, w/ 1/3rd from the US. Disney expects to spend ~$1B on original content for Disney+ in FY20 and ramping up to the $2.5B range by 2024."
11/13/19,AMZN,"Their investment cycle is not for drugs and hookers or paying off bookies, this company is investing to be ahead of all the companies that will have to invest at some point to catch up to them"
11/13/19,AMZN,$AMZN ended cycle from 10/24 low and now pulling back. $1738.02 - $1708.26 should end 3 waves pull back and produce a 3 waves bounce at minimum if reached #AMZN #Stocks #Elliottwave #Trading
11/13/19,AMZN,$AMZN added to my shorts 10 more shares at 1770.67 ... Nike no more selling through Bezo.. EARNINGS missed & Pentagon is against this giant not offering the 10 Billion contract.. 1600.00 PT
11/13/19,AMZN,$SPY $AMZN $FB $AAPL Game time: What overbought stock has this daily chart that resembles that of an intraday penny stock chart after an FDA approval? (Hint: I may have listed it above!!)
11/13/19,AMZN,$AMZN NEW ARTICLE : Twitch Launches Software For Live Streaming dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/13/19,AMZN,$AMZN today’s price action was unacceptable. SEC should be ashamed. Imagine going to a surgeon and pay so much for a surgery but he fails to do his job. I wish they were held accountable
11/13/19,AMZN,Nike Will End Pilot Project Selling Products on Amazon Site $NKE $AMZN  https://www.bloomberg.com/news/articles/2019-11-13/nike-will-end-its-pilot-project-selling-products-on-amazon-site
11/13/19,AMZN,Elliott Wave View: Rally in Amazon $AMZN Can Fail elliottwave-forecast.com/ne...  Managed to reach the blue box area last month & made new lows as expected #Elliottwave #Trading #Amazon
11/13/19,AMZN,"I.e., just because one behemoth was a ""growth story"" before it actually broke a profit does not mean this will be repeatable in the future, not to mention across different industries. "
11/13/19,AMZN,"$AMZN found buyers in blue box and rallied, perfect reaction from the blue box, very technical. Any longs from blue box should already be risk free #Elliottwave #AMZN #Stocks #Trading"
11/13/19,AMZN,$AMZN The biggest surprise is that AMZN hasn't participated in this market rally (since August). Led the market on the way up. Wonder if this says something about the retail consumer?
11/13/19,AMZN,Nike Pulling Its Products From Amazon in E-Commerce Pivot $NKE $AMZN https://www.bloomberg.com/news/articles/2019-11-13/nike-will-end-its-pilot-project-selling-products-on-amazon-site
11/13/19,AMZN,$AMZN something is not smelling right in here. Going to wait for the after market to make my entry. I hope it does crash like the last time the after market. Going in with everything
11/13/19,AMZN,$AMZN 4H Chart 10/23 presented at elliottwave-forecast.com/ looking for the stock to drop toward blue box area $1631 - $1535 before a bounce takes place #Elliottwave #Trading #Amazon
11/13/19,AMZN,So I did another one for my followers here and simplified it and snuggled up the XLY right against the S&P 500...so that u can see it basically has been lock step until recently>>>
11/13/19,AMZN,"$AAOI with the JEDI contract and overall cloud needs, both $AMZN and $MSFT must be hungry to order more data center optical transceivers and hardware. Buy American with AAOI  ____"
11/13/19,AMZN,$AMZN More than 3 months now this is under $1800 ...get ready for next ER because it will break all records since one day shipping expenses are all taken care of in last two ERs
11/13/19,AMZN,"$NKE Former $UAA CEO Kevin Plank called $AMZN  a ""great partner"" and  $ADDYY  CEO told The WSJ, ""Amazon is the best, without any comparison, transaction platform in the world."" "
11/13/19,AMZN,"$NFLX anyone with kids, which is the nearly 40% of household owners / decision makers, $DIS + is a no brainer over Netflix.  Even $AMZN Prime has better child content than $NFLX"
11/13/19,AMZN,"Also, Amazon is a full fledged wholesaler and retailer, along with an online marketplace. Most other ""growth stories"" are either a single product or a single mobile app, crazy."
11/13/19,AMZN,$AMZN Let's see the biggest online company in the world approaching the biggest online shopping season with the best economy EVER!!! Yea amzn will not score big. Load the truck
11/13/19,AMZN,$NFLX $DIS $AAPL $MSFT $AMZN In the end theres only going to be a few streaming companies in this bubble. sort it out now because no ones gonna have 20 different subscriptions.
11/13/19,AMZN,$AMZN $NKE why would nike drop amazon and lose all those  billions of eyeballs?  Even $AAPL saw the light & is now on amazon. i have purchased many nikes there.  buy addidas.
11/13/19,AMZN,"For those that don’t know Amazon is 22.2% of the weighting in XLY, and since XLY has trended down of late so has Amazon- it being the heaviest of the weighting in the sector"
11/13/19,AMZN,"$NFLX is just a utility in the end just like $AMZN they are aggregator middlemen who's time is over as far as spectacular margins, in amazon's case it has been over a while."
11/13/19,AMZN,Nike Pulling Its Products From Amazon in E-Commerce Pivot  https://www.bloomberg.com/news/articles/2019-11-13/nike-will-end-its-pilot-project-selling-products-on-amazon-site
11/13/19,AMZN,"Trump is holding one of his rallies tomorrow night in Louisiana. Tiki torches will be provided to you by event organizers, attendees are expected to bring their own hoods."
11/13/19,AMZN,$AMZN There are currently some bearish signs if this is the price below the average line moving 200 and if it is the high value Stochastic...xosignals.com/en/chart/Stoc...
11/13/19,AMZN,$DIS $NFLX $AMZN here's food for thought. if you diversified your portfolio chances are you have all 3 of these. so dis goes up and the other 2 goes down. lmao cold game
11/13/19,AMZN,$AMZN Here's how we saw the #Amazon ahead of the earnings report last month at elliottwave-forecast.com/ failed into the next buying blue box area #Elliottwave #Trading
11/13/19,AMZN,"$SPY Even as a Bull you have to listen to Powell & the BS WS is pushing right now. Retail be careful here, this is starting to smell a little bad $AAPL $BABA $AMZN $FB"
11/13/19,AMZN,$AMZN Trump is expecting Turkey president at the same time impeachment hearings are going on. Perfect setup to make some announcement to distract ppl from the hearing.
11/13/19,AMZN,"Disney+ went live Tuesday — but is it worth the $7 compared to Amazon, Netflix, HBO, Hulu and Apple? $DIS #Disney+ $AMZN $NFLX $T $AAPL marketwatch.com/story/apple..."
11/13/19,AMZN,"$SPY To be fair Im not saying Trump Supporters are gullible & not that smart, but he sure is, Did anyone really think how stupid this sounded? $BABA $AMZN $TWTR $GOOG"
11/13/19,AMZN,$AMZN Many retailers will be giving greedy Bezos the boot. He loves to take your money (sell amzn stock) to spend on his trip to Mars! Lol! Hope he crashes and burns!
11/13/19,AMZN,"$AMZN The $NKE news was not so bad as someone noted earlier, it is only a smart part of their business.  Irrespective, it is the triple whammy of $DIS, $NKE and $SPY."
11/13/19,AMZN,$AMZN Long term bull but I only add shares one minute before closing bell. Otherwise you get cucked by the usual EOD rug pull. Don’t fall for false pumps up mid day.
11/13/19,AMZN,"$SPY Honestly, it's baffling how many companies with tiny or zero profit, like ROKU, BYND, TSLA, etc, are pumped so aggressively, and of course sometimes dumped. "
11/13/19,AMZN,$AMZN (Wed afternoon Dip related (FYI))Trade talks between U.S. and China 'hit a snag' over farm purchases: WSJ streetinsider.com/ETFs/Trad... via @Street_Insider
11/13/19,AMZN,$AMZN This has become an analyst pump and dump stock. Remember a few months ago when it was in 2000s all analysts were bullish and projected a $2400 price target?
11/13/19,AMZN,$ROKU dominating your streaming TV with all the market share.  $GOOG and $AAPL are left in the dust.  Either one will be forced to buy Roku to complete with $AMZN
11/13/19,AMZN,$AMZN Wrecked. Again. Buy puts on every rally day and sell the next day. 90% success rate. Get your money back from those greedy algos while they have their fun.
11/13/19,AMZN,"$AMZN 1725 tommorow, 1700 Friday, 1500 next week, get out while you can, not joking, 25 year bull market crashing is not going be pretty. a 15 pe puts it at 800"
11/13/19,AMZN,$AMZN who wants to get in a pissing match about opposing opinions on the direction of price action on equity in a stock that we have very little control over?
11/13/19,AMZN,"And so far we’re putting in a little candle in a low volume selling week, but as u see it’s following the cloud structure and bounced off of it a few times>>"
11/13/19,AMZN,$AMZN how th is this even legal. All pt over 2000 but somehow this moves 10c by 10c wtf. Shame on SEC for doing absolutely nothing to protect american people
11/13/19,AMZN,"$AAPL the markets could really use a healthy sized rate cut. the fed needs to realize this, and stop restricting the money right here!! $AMZN $FB $NFLX $AMD"
11/13/19,AMZN,"$AMZN Given how manipulated this stock is, I'm not one to bet against this 1760 support level.  Look at the one month chart.  The pattern is almost comical."
11/13/19,AMZN,The REAL question to ask is how is $NFLX going to raise sub fees and compete for originals when you have new entrants like $AAPL bidding for that content. 
11/13/19,AMZN,"PORTER BIBB/mediatechcapital 2025 SUBS: $NFLX = +235mm (but only +6mm USA) -- it will be global growth. $AMZN = +135mm, $DIS +101mm, HBO +38mm, $AAPL +27MM"
11/13/19,AMZN,$SPY Earnings do not matter anymore. FED printing so just buy the big tech companies. $AMZN has been down for a few days. Money will flow into $AMZN soon.
11/13/19,AMZN,$NKE $AMZN I applaud Nike. Amazon is slowly becoming too powerful... we need for other powerful brands to take a stand and keep the playing field leveled.
11/13/19,AMZN,"$WMT is going to beat $AMZN in it’s own game. best stock to own for the rest of your life! If it goes up I will buy, if it dips I will buy double as much"
11/13/19,AMZN,"$NKE products will no longer be available for sale on amazon.com/ ($AMZN), with Nike saying it had decided to focus on its own direct-sales business."
11/13/19,AMZN,$AMZN Just fulfilling its death cross. Never thought I would see Q's hit all time highs while Amazon was plummeting under a death cross. RIGGED sht.
11/13/19,AMZN,"$AMZN US-China trade talks hit snag over agriculture purchases, other issues, according to report cnbc.com/2019/11/13/us-chin... CNBC (Nasdaq  dips)"
11/13/19,AMZN,$AMZN Nike to Stop Selling Its Products on Amazon in E-Commerce Pivot. ex-EBay Inc. Chief Executive Officer John Donahoe knows what's up with $AMZN.
11/13/19,AMZN,"$AMZN  will get crushed soon, only dumb retail buying at this level.   Wait till the market actually has a crap day and this will drop like a knife"
11/13/19,AMZN,$AMZN keep in mind that we have unfinished business at $1777OR so so be prepared just in case we move to fill the gap tomorrow or later this week.
11/13/19,AMZN,"$AMZN market going to get wrecked tomorrow with Hong Kong protests, Trump tweets, China deal stalled, poor earnings in the morning.  Watch and see"
11/13/19,AMZN,MATRIXX Software Announces Availability of Digital Commerce Solution on #Amazon $AMZN… stocksnewsfeed.com/business... #stocktwits #stockmarketnews
11/13/19,AMZN,$AMZN is bouncing from the $1631 - $1535 blue box area as expected. Any longs from there should be risk free already #Elliottwave #Trading #Amazon
11/13/19,AMZN,$AMZN So annoyed I wasted a year in this POS while the market was ripping.  At least I finally had the sense to dump it and buy Disney last week.
11/13/19,AMZN,"Feasible investment portfolio: GM($GM), Amazon Com($AMZN), Omnicom($OMC), JC… macroaxis.com/invest/market... #insidertrading #stocks #fintechnews"
11/13/19,AMZN,$AMZN Just found out I owned amazon stock on one of my accounts fortunately I bought it cheap during the summer. I’m not sure if I’m going long.
11/13/19,AMZN,$WMT $AMZN Earnings Outlook: Walmart earnings preview: Battle with Amazon for grocery delivery dominance heats up www1.cmlviz.com/article/AMZ...
11/13/19,AMZN,$AMZN sales for Christmas are expected to be largest in the history of amzn I am sure. Shorts will pick up a few bucks here but over 1800 soon.
11/13/19,AMZN,"I'm just tuning in to $AMZN today. Was there any news to cause the sell-off today, or just another instance of AMZN being technically wounded?"
11/13/19,AMZN,"$SPY You have to love the Cult followers who think China going down is good for the US, smh. Ignorance is bliss  I guess $AAPL $BABA $AMZN $GS"
11/13/19,AMZN,"$AMZN Nike finally realizes how Amazon works... Chinese cheap/knockoff sellers make huge profits from Amazon, especially from Americans LOL..."
11/13/19,AMZN,"Kate Spade Is An Interesting Turnaround Story, But Tapestry Is Now A Sitting Duck  $TPR Also $CPRI  $RL  $AMZN talkmarkets.com/content/sto..."
11/13/19,AMZN,"$AMZN when you see high intraday volume like this with coiled price action moving only $.75 either way, this is institutional accumulation"
11/13/19,AMZN,#Amazon $AMZN Effect Pushes Traditional Freight Transport Outside Comfort Zone stocksnewsfeed.com/benzinga... #stocktwits #stockmarketnews
11/13/19,AMZN,"$NFLX Disney + way way over hyped , very little threat to Netflix, 10m free trial users , how many will actually pay monthly ? $DIS $AMZN"
11/13/19,AMZN,"$AMZN F*ck those in charge that failed to do their job. People’s hard earned money isn’t a game, ffs grow a pair and do your fucking job"
11/13/19,AMZN,$AMZN seriously f*ck this bs. Apparantly SEC don’t care about market manipulation anymore. But god forbid if Elon Musk tweets something!
11/13/19,AMZN,$FB $HUYA $GOOG $AMZN the trade war resolution is off the table now because baby t wants to Fock the economy now that he’s in hot water.
11/13/19,AMZN,$AMZN  sold some of my position in AMD.. to buy the most loved stock../even Mr MagOO makes mistakes.. gl to all Bulls.. fuck all bears!
11/13/19,AMZN,$AMZN What happens if all the big name companies stop selling goods on Amazon like Nike!! This stock can fall like a rock. Too pricey!!
11/13/19,AMZN,"Walmart Earnings Preview: Grocery, Online Gains Drive World's Biggest Retailer $WMT $TGT $AMZN @walmart thestreet.com/investing/ear..."
11/13/19,AMZN,"$DIS thanks to Amazon 10 million subscribers. Both $AMZN and $NFLX however have 150, million subscribers. Disney will never have that."
11/13/19,AMZN,$AMZN Short term can see further weakness toward equal legs area $1738 - $1708 before 3 waves bounce takes place #elliottwave #trading
11/13/19,AMZN,$AMZN all I know is I will be Stock Shredding for another 363 days. @stockshredder365. Your calls must shredded right into my account
11/13/19,AMZN,I think the $NFLX platform moat has substantially reduced anyone saying $NFLX is the ONLY platform to stream content are delusional. 
11/13/19,AMZN,I know why the CFO sold some of his shares now (leas then 10%). It was for a large purchase. I’ll provide all info later with source.
11/13/19,AMZN,One year later heres what Amazons HQ2 has done to home prices in Northern Virginia - MarketWatch $AMZN marketwatch.com/story/one-y...
11/13/19,AMZN,$AAPL $AMZN $GOOG $ROKU markets will be down today . Start  taking some of your profits into $AMRN for 15% boost today and 25% Friday
11/13/19,AMZN,So that leaves what is $NFLX worth really? If it is just a media company with subs what is the value of those subs vs 5 years ago?  
11/13/19,AMZN,$AMZN there’s ZERO reason why SEC isn’t halting any selling below $1770 and later on $1800 just take a look at $AAPL 30% in 3 months
11/13/19,AMZN,$AMZN why tf isn’t SEC investigating Trump??? He interfered with JEDI contract and i’m pretty sure he’s still trying to destroy amzn
11/13/19,AMZN,$AMZN Great business model just needs time ... they put all the brick and mortar stores out of business - then they open their own!
11/13/19,AMZN,"$AAPL $AMZN $TGT All these subsidies are only costing taxpayers and lead to concentration of wealth, demise innovations $SPOT $ARLO"
11/13/19,AMZN,$AMZN So who bought AMZN today? Or did most of you freak out and sell because of some issue with China trade and farm products ....
11/13/19,AMZN,"$AMZN next earnings release is supposed to be on my milestone birthday.  I hope to get fucked for my birthday, but not by $AMZN :D"
11/13/19,AMZN,$AMZN Amazon will launch thousands of satellites to provide internet around the world - The Verge  theverge.com/2019/4/4/18295...
11/13/19,AMZN,"Negative Trade Headlines Matter Not As Stocks Continue To Grind It Out mottcapitalmanagement.com/n... $CSCO, $NFLX, $DIS, $AMZN,"
11/13/19,AMZN,$AMZN wait wtf. $AAPL recovered $MSFT recovered $SPY recovered $GOOG recovered. Why tf isn’t this recovering?? Honestly f*ck MMs
11/13/19,AMZN,$AMZN i think it falling because Trump dislikes this company .. else it shuld be above $1900 in this record breaking bull market
11/13/19,AMZN,$AMZN Fed’s Powell says interest rates will be on hold absent a material deterioration in economy marketwatch.com/story/feds-...
11/13/19,AMZN,"$AMZN: Press Release published article on November 13, 16:31:00: AWS Announces AWS Data Exchange businesswire.com/news/home/..."
11/13/19,AMZN,$AMZN don’t believe this move down.  Will be above 2000+ very soon when people realise the margin power this stock really has !
11/13/19,AMZN,$AMZN Soon everyone take off their stuff from Amazon platform.. Just like Disney and other streaming take stuff away from $NFLX
