Date,Stock,Twit
11/8/19,AMZN,$AMZN Let’s commemorate this country’s independence with a close at $1776. Just before a national holiday.
11/8/19,AMZN,"STRONG CASH ON HAND, AMZN WEBS SERVICES RECORD SALES GROWTH, AAOI PROVIDES THE OPTICAL CABLE FOR AWS HAUL."
11/8/19,AMZN,$AMZN this price action maximally fucks all option holders equally. It's astounding to watch day after day
11/8/19,AMZN,$AMZN opened 1770/1750 credit put spread for Nov 15 to collect premium when we were around 1776. Let's go!
11/8/19,AMZN,"$ROKU,$AMZN those longs in amazon who have been watching paint dry for days should join the party at $ROKU"
11/8/19,AMZN,"$AMZN The market is about to take a shit. Even if it goes up today , over weekend will be major pull back."
11/8/19,AMZN,$AMZN [Nov-22 1800.00 Puts] Option volume Up +241.03 % |  Volume: 266 vs 78 sleekoptions.com/sleekscan....
11/8/19,AMZN,"$AMZN has a bad technical rating, but it does show a decent setup pattern. chartmill.com/stock/quote/A..."
11/8/19,AMZN,Meanwhile $DIS doesnt have todo squat since their content is created inhouse no need to bid for content. 
11/8/19,AMZN,$AMZN  Did AMZN reach a deal with $DIS to carry the new Disney+ streaming service on its Fire TV devices?
11/8/19,AMZN,$AMZN 17-Apr-20 1780 Calls Traded 200 times for $2.4 Million in premium. marketchameleon.com/Overvie...
11/8/19,AMZN,$AMZN or $GOOG leaning toward amazon for future growth. Pe multiple 3x higher though. Goog a value play
11/8/19,AMZN,$AMZN POS! Seriously not a good stock anymore. Dragging nasdaq and sp500 down. Wtf are you doing Bezos?
11/8/19,AMZN,NYSE FANG+ continues to outperform Nasdaq-100 $NDX: 3.58% vs 0.77% for week.  (+10.3% vs +6.2% for QTD)
11/8/19,AMZN,$AMZN Just really bored with it now. yawn. So many things happening elsewhere. Decisions Decisions...
11/8/19,AMZN,$AMZN's Return On Assets of 5.70% is amongst the best of the industry. chartmill.com/stock/analyze...
11/8/19,AMZN,Stocks Making The Biggest Moves PM 2: $ZG $DBX $BABA $AMZN $HPQ & More cnbc.com/2019/11/08/stocks-...
11/8/19,AMZN,"$AMZN what an embarrassment compared to baba , you should be ashamed getting outplayed by the Chinese"
11/8/19,AMZN,"$RAD $AMZN To find a pick up point in their area, customers can visit amazon.com/b?ie=UTF8&node=1..."
11/8/19,AMZN,That $AMZN & low floater $SGRP @ $1.08 blurb is a doozy. Surprised more have not noticed. No PR yet?
11/8/19,AMZN,$AMZN sure hope next week makes up for this red diarrhea splatter of a performance from this stock.
11/8/19,AMZN,$ZARA  $JWN or $AMZN  should take a stake in 10% stake   in $RVLV . no brainer for them. Retail 3.0
11/8/19,AMZN,$AMZN $GOOG  These 2 stocks have been behaving bizzarely for 1.5 years. Can't make up their minds.
11/8/19,AMZN,"$AMZN just pamp swiftly to 1820 , get over with these desperate bears. They wont feel this rip..__"
11/8/19,AMZN,$AMZN lol what happened to the furus pumping the breakout?! Banana gang wrecked again ____________
11/8/19,AMZN,"I don’t think there is any hurry to buy here, not likely to break $1800 again until Feb. earnings"
11/8/19,AMZN,$WORK big returns possible buying here $AMZN always hold $GOOGL always hold $CWH insiders buying
11/8/19,AMZN,$AMZN Dead money for the last 3 months.  Not sure what can bring investors back into this name.
11/8/19,AMZN,$AMZN puts offset the call losses.   Removing this from watchlist as movement is capped by .50%
11/8/19,AMZN,"$AMZN hate to say it, but if we retest and break today's lows I'm getting puts for a day trade"
11/8/19,AMZN,$AMZN wall street should turn off computers and go home. This day is as over like 3.45hrs ago
11/8/19,AMZN,$AMZN worse performing stock I have seen. Wow. I am planning on opening position again. 1695?
11/8/19,AMZN,$AMZN will run hard on monday to sell lots of 1820/30 weekly calls - again - don't forget :D
11/8/19,AMZN,$AMZN $10 drop after a good news. How isn’t SEC doing anything to stop market manipulation??
11/8/19,AMZN,Why Amazon $AMZN Stock Will Continue to Climb | InvestorPlace investorplace.com/2019/11/a...
11/8/19,AMZN,$AMZN we are due for a pullback anyways. But this POS nothing but disappointment this year.
11/8/19,AMZN,The market has ripped higher for weeks without any real participation from $AMZN $FB $NFLX 
11/8/19,AMZN,$SES sister stock $SGRP @ $1.08. Low floater getting attention now on $AMZN link? No PR yet
11/8/19,AMZN,TAKE A LOOK AT AMZN-ECO SYSTEM CO. AAOI. 40% OF FLOAT IS SOLD SHORT & YOU SHORTS ARE CRAZY.
11/8/19,AMZN,$AMZN Amazon long-time executive Steve Kessel to step down cnbc.com/2019/11/08/reuters...
11/8/19,AMZN,$AMZN $BABA  Oh look! The Amazon of Africa or $JMIA is having Back Friday sales! LOLOLOL!
11/8/19,AMZN,$GOOG Great end to an amazing week with a few swings into next week. $AMZN $AAPL $FB $SPY
11/8/19,AMZN,"Trump says he has not agreed to roll back tariffs on China, after week of trade optimism "
11/8/19,AMZN,Then he can blame Nancy Pelosi and those mean Democrats for another one of his failures. 
11/8/19,AMZN,"$AMZN No dump now just means they're going to dump right after the bell, as is tradition"
11/8/19,AMZN,$AMZN volume is the problem here...1.5 million shares? That's why it hasn't dumped more.
11/8/19,AMZN,$AMZN Algo operators must have stepped out for coffee. It’s not supposed to be bouncing.
11/8/19,AMZN,$ROKU Well this is interesting. Going long for a trade. Reacting well to $DIS $AMZN news
11/8/19,AMZN,$NVDA $AMZN $NFLX the moment second half day started MMs decided to eat premiums lol..
11/8/19,AMZN,Disney Trades Higher On Q4 Earnings Beat; Iger Announces Distribution Deal With Amazon
11/8/19,AMZN,"$AMZN, $INFY Insane stocks that will blow your mind at alphafinews.com/earnings-re..."
11/8/19,AMZN,"$DJIA $SPY $FB $AMZN Once Trump leaves the office in 2025 the DOW could be at $40,000"
11/8/19,AMZN,$AMZN I can't think of many other rage-inducing stocks like this one.  Maybe Disney.
11/8/19,AMZN,It is coming down hard when the time comes.. flat in this market is just a bad omen.
11/8/19,AMZN,$AMZN I’m in for 100 shares... me thinks this goes up from here... gl to all Bulls.
11/8/19,AMZN,[UPDATE] $AMZN pending SELL orders continue to trigger at VWAP. $DIS $RVLV $CLVS
11/8/19,AMZN,Groundhog Trading Day theotrade.com/groundhog-tra... $SPY $SPX $AMZN $CAT $SBUX
11/8/19,AMZN,$AMZN congrats to the powers to be pinning at 1780 to kill all options premium.
11/8/19,AMZN,"$AMZN its going, going, goneeeee.  has anybody figured out why this is broken?"
11/8/19,AMZN,$AMZN volume dying again.  It better go up now or it will go down rest of day.
11/8/19,AMZN,$AMZN thought about using amazon for my Roth IRA but so expensive. Any ideas?
11/8/19,AMZN,$AMZN is this horse shit even trading at this point? Smack it upside the head
11/8/19,AMZN,$NFLX $NVDA $AMZN we’re in position for rip city. Let’s have a strong finish.
11/8/19,AMZN,$AMZN hourly chart. Intraday calls opportunity to 1782. Still time in candle.
11/8/19,AMZN,$AMZN sold my shares and as soon as I did POS bounced back! Story of my life!
11/8/19,AMZN,Only 53 more days of lying about Phase One and Trump will be into years 2020.
11/8/19,AMZN,$FB $AMZN $NFLX $GOOG  I summon FANG to join the breakout happening on $TEAM
11/8/19,AMZN,[UPDATE] $AMZN pending SELL orders begin to trigger at VWAP. $DIS $CVS $ROKU
11/8/19,AMZN,"$AMZN bag holders. Look to QCOM, this is your next double. $QCOM > 200.00/sh"
11/8/19,AMZN,$AAPL $SPY $FB  $AMZN $BTC.X   Improved speed power will take me to the moon
11/8/19,AMZN,$AMZN - Monthly performance of the algo based option alerts posted for AMZN 
11/8/19,AMZN,$TSLA we are coming for you... In a delivery truck :D $AMZN.... You too! :D
11/8/19,AMZN,$AMZN This ELEPHANT is hard to move.   He's got his peanuts and he's happy.
11/8/19,AMZN,"$AMZN Best time to buy, right here and now : nasdaq.com/articles/3-stock..."
11/8/19,AMZN,"$AMZN welcome to another lovely day of the ""We're Fucked Bag Holders Show""."
11/8/19,AMZN,$AMZN fade from $1800 not a sign of strength back down here to 1770s #AMZN
11/8/19,AMZN,$AMZN highly doubt MMs would let it happen but $1800 close would be great
11/8/19,AMZN,$AMZN the fact people go long for this stock surprises the f*** out of me
11/8/19,AMZN,Today is Day 29 of Trump conjuring up the 'Phase One' whopper of a lie.  
11/8/19,AMZN,=> Supply-Demand(S&D) strength flow appropriate to the current trend.    
11/8/19,AMZN,$AMZN Hackers Could Steal Your Home WI-Fi Password Through Amazon Ri... 
11/8/19,AMZN,$AMZN Every day this falls further and further behind other tech stocks.
11/8/19,AMZN,"$AMZN Bulls, assume the position and accept your fate. Algos gotta eat."
11/8/19,AMZN,$AMZN how to kill a company with one day shipping. Bezos new bestseller
11/8/19,AMZN,$AMZN absolute garbage stock. It’s probably lucky to see 1850 EOY Now.
11/8/19,AMZN,$AMZN I hope everyone got their short positions started for next week.
11/8/19,AMZN,$AMZN @AaBob move on to greener pastures! they are all over the place.
11/8/19,AMZN,$AMZN $AAPL apple can make big swings today and amazon can’t. Shocker
11/8/19,AMZN,$AAPL $AMZN buy $TEAM it's on a trend reversal into massive breakout!
11/8/19,AMZN,$AMZN that last minute drop saved my credit spreads like vintage MJ!
11/8/19,AMZN,$ROKU about to make a comeback $AMZN is about to loose some trust!  
11/8/19,AMZN,$AMZN bust through my 1787.5 put spread yesterday/ today.. -1100  ..
11/8/19,AMZN,"$SPY im such a genius , bought $AMZN at 1801.3033 for LT account ytd"
11/8/19,AMZN,$AMZN are you freaking kidding me????? Seriously f*ck MMs f*ck them
11/8/19,AMZN,$AMZN grabbed +15 of cushion on the short..its ready to puke now...
11/8/19,AMZN,Stock Market Today: These Stocks Will Soar on Upcoming Singles Day
11/8/19,AMZN,$AMZN heaven forbid we move more than .25$ at a time on a 1780 pps
11/8/19,AMZN,"$AMZN lower highs and lower lows, bagholders cry and down it goes."
11/8/19,AMZN,$CHWY let's start some $AMZN buyout rumors to get this pos moving
11/8/19,AMZN,Is today the day the beautiful 'Phase One' Trade Deal is signed.
11/8/19,AMZN,$AMZN bears doing gods work against these maggoty bulls ________
11/8/19,AMZN,$AMZN Might catch a nice bounce.  $1766 support.  Weekly chart.
11/8/19,AMZN,$SHOP $TWLO $AMZN Bears Retreat I repeat Bears Run for Cover!!
11/8/19,AMZN,_ RSS Feed: Forecast Timing Chart of 10 days in the future    
11/8/19,AMZN,$AMZN bout to go down.  Hope you bulls have an exit strategy.
11/8/19,AMZN,tickerreport.com/banking-fi... tickerreport.com/banking-fi...
11/8/19,AMZN,tickerreport.com/banking-fi... tickerreport.com/banking-fi...
11/8/19,AMZN,$AMZN Not buying this rally. EOD selloff just like clockwork.
11/8/19,AMZN,$AMZN some plays from this week ______ $DIS $TSLA $AAPL $SPY
11/8/19,AMZN,$AMZN What time is the scheduled rug pull today? 3:15pm EST?
11/8/19,AMZN,"Baidu is a great short back to 110 we go , $AAPL $MSFT $AMZN"
11/8/19,AMZN,"$AMZN well at least I don't have to jump out the window, yay"
11/8/19,AMZN,$AMZN is one of the biggest mover today says CNBC....haaaaa
11/8/19,AMZN,"$AMZN could breakout soon, reach 1,900 - 1,950 by month end"
11/8/19,AMZN,"$AMZN You need to go north, common now, start moving north"
11/8/19,AMZN,$AMZN let’s go 2000+ daddy needs to buy Christmas gifts __
11/8/19,AMZN,$AMZN Starting slight earlier than expected. Sneaky algos.
11/8/19,AMZN,$AMZN $EROS $FB $CRWD  time to stop jacking around and rip
11/8/19,AMZN,$AMZN Obviously the dis. Deal is not really a money maker.
11/8/19,AMZN,$AMZN wow $4 trading range... not manipulation at all!!!!
11/8/19,AMZN,$AMZN someone's trying really hard to prop this up today.
11/8/19,AMZN,$AMZN seems like bouncing back or bull trap? Who knows...
11/8/19,AMZN,Is $AMZN a buy or a sell?  investormint.com/investing/...
11/8/19,AMZN,$AMZN a move thru the 200 day MA today is the buy signal!
11/8/19,AMZN,$AMZN switching to puts at the open. The stock is sick__!
11/8/19,AMZN,$AMZN Let the algos tank this trash next week. Puts FTW.
11/8/19,AMZN,$AMZN gotta have room to run up 25 bux to 1800 on monday
11/8/19,AMZN,$AMZN drops with the market but never recovers with it__
11/8/19,AMZN,$AMZN reaches deal with $DIS to carry Disney+ on Fire TV
11/8/19,AMZN,"$SPY its f nuts , i can never ever  call an $AMZN trade"
11/8/19,AMZN,$AMZN grip-it and rip-it setup here against today's low
11/8/19,AMZN,$AMZN I’m starting to just hate this dead money stock. 
11/8/19,AMZN,$AMZN that afternoon drop yesterday killed it for today
11/8/19,AMZN,$AMZN looks like the bottom is going to drop. out. 2day
11/8/19,AMZN,$AMZN it's already fucking trash and it's not even 9:30
11/8/19,AMZN,_ Average price target within 10 days in the future    
11/8/19,AMZN,$ROKU $AMZN platform not looking so hot right now ____
11/8/19,AMZN,$AMZN Just drop it back to $1650 and get it over with.
11/8/19,AMZN,Premium sellers on $AMZN kudos.  Collect all of the $$
11/8/19,AMZN,$TSLA we are coming for you... In a delivery truck :D
11/8/19,AMZN,"$AMZN turning up a bit, I still see a close over 1805"
11/8/19,AMZN,$AMZN well I guess I won’t be getting my 1770. _____
11/8/19,AMZN,It’s a scrap heap of options carcasses just rotting.
11/8/19,AMZN,$AAPL $SPY $FB  $AMZN $BTC.X  Next time ride on time
11/8/19,AMZN,come on amazon lets see that reversal to highs $AMZN
11/8/19,AMZN,$AMZN come on you big hairy dog .  MAKE the TURN !!
11/8/19,AMZN,$TSLA some bull positioning opening $AAPL $FB $AMZN
11/8/19,AMZN,=> In Rising section of high profit & low risk     
11/8/19,AMZN,$AMZN bears are out when the market ha closed! Lol
11/8/19,AMZN,$AAPL $SPY $FB  $AMZN $BTC.X  Hey hey  green green
11/8/19,AMZN,I am done with week 1 of my #smallaccountchallenge
11/8/19,AMZN,$AMZN come on you big Beast .  Quit messing around
11/8/19,AMZN,$AMZN They’re coming for my puts. Get away algos!!
11/8/19,AMZN,"$AMZN closing big green, watch for reversal by 8am"
11/8/19,AMZN,$AMZN here goes on stocksequity.com/active-sto...
11/8/19,AMZN,Imagine what it’ll do when they get their turn...
11/8/19,AMZN,$AMZN 1800 or not 1800 that is the question today
11/8/19,AMZN,$AMZN is this trying to close green after hours?
11/8/19,AMZN,$AMZN so undervalued... best blue chip out there
11/8/19,AMZN,"$AMZN if can't hold $1780, it's  gonna plummet!!"
11/8/19,AMZN,$AMZN This stock LOVES to play FUCK-FUCK games. 
11/8/19,AMZN,$AMZN may drag up to 1800 to kill puts and calls
11/8/19,AMZN,$AMZN you can tank whenever you want. I’m ready.
11/8/19,AMZN,$AMZN what happens if I push this bullish button
11/8/19,AMZN,"$AMZN lost $8,000 on my put spreads this week! "
11/8/19,AMZN,$AMZN great company but just a broken stock smh
11/8/19,AMZN,$AMZN ok i closed for a loss. Should go up now
11/8/19,AMZN,$AMZN charts dont lie. 30% gain in 20 minutes.
11/8/19,AMZN,$AMZN can you believe this pig is down again ?
11/8/19,AMZN,$BABA plans to launch Hong Kong share offering
11/8/19,AMZN,$AMZN but but but. Tbe Disney deal. Lmaooooooo
11/8/19,AMZN,$AMZN why tf is this red after a great news???
11/8/19,AMZN,"$AMZN stuck holding a turd, losing on it now."
11/8/19,AMZN,$AAPL $SPY $FB  $AMZN $BTC.X  Yes bulls know
11/8/19,AMZN,$AMZN 24min left for reversal into BIG GREEN
11/8/19,AMZN,Better stocks out there than amzn right now
11/8/19,AMZN,$AMZN bought 1780 call hoping for a miracle
11/8/19,AMZN,$AMZN looking like it’s about to drop hard.
11/8/19,AMZN,Trump: No agreement on rolling back tariffs
11/8/19,AMZN,$AMZN it keeps dropping. Whatever will wedo
11/8/19,AMZN,$AMZN oh the wonderful games that we play.
11/8/19,AMZN,$AMZN just print 1760 and get it over with
11/8/19,AMZN,$AMZN what a comeback! Motherfucker algos
11/8/19,AMZN,$AMZN another nasdaq up and Amzn down day
11/8/19,AMZN,"$AMZN yup, support 1770s... for now kiddo"
11/8/19,AMZN,$AMZN this is getting ridiculous wtf?????
11/8/19,AMZN,$AMZN 2nd worst watchlist stock after $BA
11/8/19,AMZN,$AMZN it is beating general market today.
11/8/19,AMZN,_ Today's Supply-Demand(S&D) strength    
11/8/19,AMZN,$AMZN TIMMMMMBERRR!! $5 drop in minutes!
11/8/19,AMZN,$AMZN Remember when this was above 2000?
11/8/19,AMZN,$AMZN 1777 minimum price target reached.
11/8/19,AMZN,"$AMZN turd is the word, the word is turd"
11/8/19,AMZN,Three things to know going into today...
11/8/19,AMZN,$AMZN Gap up $1800 and goooo...lets see
11/8/19,AMZN,$AMD $AAPL $SPY $FB  $AMZN Stupid bears
11/8/19,AMZN,$SPY $IBB $BABA $AMZN suoer slow day __
11/8/19,AMZN,$AMZN we might see 1500 before 2000 TBH
11/8/19,AMZN,"$AMZN charters, where’s support? 1770s?"
11/8/19,AMZN,_ Supply-Demand(S&D) strength Trend    
11/8/19,AMZN,$AMZN soooooo 1780 pin?  Cause reasons
11/8/19,AMZN,"$AMZN well, I need 1800 at this point"
11/8/19,AMZN,$AMZN please remove the kickstand...
11/8/19,AMZN,$AMZN I need at least $1777 minimum.
11/8/19,AMZN,$AMD $AAPL $SPY $FB  $AMZN  Really?
11/8/19,AMZN,$AMZN only 4.20 down. I'll take it.
11/8/19,AMZN,$AMZN still holding up pretty well.
11/8/19,AMZN,$AMZN jumped on some calls $1850C’s
11/8/19,AMZN,All Hail The Straddle and Strangle!
11/8/19,AMZN,$AMZN give me 1600s again and I buy
11/8/19,AMZN,$AMZN TIMBERRRRRRRRRRRRRRRR garbage
11/8/19,AMZN,$AMZN lets go to $0 you shitty fckr
11/8/19,AMZN,$AMZN Getting ready to.move north.
11/8/19,AMZN,$AMZN this is big mofo of the week
11/8/19,AMZN,Bend over Bulls! Bend over Bears! 
11/8/19,AMZN,$AMZN Epstein didn’t kill himself.
11/8/19,AMZN,__ news.beincrypto.com/2019/11...
11/8/19,AMZN,$AMZN not worth trading this week
11/8/19,AMZN,$AMZN Whats with the volatility ?
11/8/19,AMZN,$AMZN bahahaha disney deal. __ __
11/8/19,AMZN,$AMZN imagine being a Democrat __
11/8/19,AMZN,$AMZN who the f saw that comin’?
11/8/19,AMZN,$AMZN this will tank in about 1h
11/8/19,AMZN,$AMZN use to be exciting runs...
11/8/19,AMZN,$AMZN Will end upwards of $1785!
11/8/19,AMZN,1725 is possible next week $AMZN
11/8/19,AMZN,"Roping in bulls, flat and down.."
11/8/19,AMZN,about to fall off a cliff $AMZN
11/8/19,AMZN, sleekoptions.com/pps.aspx?s...
11/8/19,AMZN,investorplace.com/2019/11/s...
11/8/19,AMZN,youtube.com/watch?v=GltlJO5...
11/8/19,AMZN,$AMZN 9 min left. Drop for me.
11/8/19,AMZN,"THIS STOCK IS 1X ANNUAL SALES,"
11/8/19,AMZN,investorplace.com/2019/11/c...
11/8/19,AMZN,marketwatch.com/story/apple...
11/8/19,AMZN,$AMZN $TSLA $GOOG $AVGO $UNH  
11/8/19,AMZN,youtube.com/watch?v=QBmKRYT...
11/8/19,AMZN,m.benzinga.com/article/1476...
11/8/19,AMZN,feeds.feedburner.com/blogsp...
11/8/19,AMZN,$AMZN winner winner __ dinner
11/8/19,AMZN,$AMZN JFC look at the volume.
11/8/19,AMZN,$AMZN will see 1795 run today
11/8/19,AMZN,$AAPL  $AMZN  $FB  $TWTR $SPY
11/8/19,AMZN,"Price: 1,809.10  ~ 1,811.61  "
11/8/19,AMZN,$AAPL $QQQ $SPY $ES_F $AMZN 
11/8/19,AMZN,$AMZN got my __ on this one.
11/8/19,AMZN,$AMZN pooper scoopers 4 all
11/8/19,AMZN,$AMZN tanking. bye felicia.
11/8/19,AMZN,_ Recommended Positions    
11/8/19,AMZN,$AMZN amazing moves today!
11/8/19,AMZN,Algo Patriot Mode: Enabled
11/8/19,AMZN,"$AAPL, $GOOGL, $AMZN,$MSFT"
11/8/19,AMZN,$AMZN cant even over 1785
11/8/19,AMZN,$AMZN done with this terd
11/8/19,AMZN,$AMZN just die already...
11/8/19,AMZN,$AMZN 1800 coming today..
11/8/19,AMZN,$AMZN magnet towards 1750
11/8/19,AMZN,% Change: 1.17% ~ 1.31% 
11/8/19,AMZN,$AMZN $NFLX $SHOP $ROKU
11/8/19,AMZN,$WORK $AMZN $GOOGL $CWH
11/8/19,AMZN,$AMZN rug pull incoming
11/8/19,AMZN,"$500-$50,000 in 1 year "
11/8/19,AMZN,$AMZN premarket movers=
11/8/19,AMZN,_ Investing section    
11/8/19,AMZN,"Internet, schmiternet."
11/8/19,AMZN,$AMZN I want 1770 EOD.
11/8/19,AMZN,$AMZN next stop $1661.
11/8/19,AMZN,$AMZN Happy Red Friday
11/8/19,AMZN,$AMZN not surprised...
11/8/19,AMZN,lowfloat needs volume
11/8/19,AMZN,$AMZN you guys ready?
11/8/19,AMZN,$AMZN facking garbage
11/8/19,AMZN,$AAPL $FB $GOOG $AMZN
11/8/19,AMZN,$AMZN Un fucking real
11/8/19,AMZN,$AMZN what a real POS
11/8/19,AMZN,TradeWithConfidence1
11/8/19,AMZN,"$AMZN lol, of course"
11/8/19,AMZN,cantthinkofausername
11/8/19,AMZN,$AMZN 1815 close !!!
11/8/19,AMZN,$AMZN 11min to green
11/8/19,AMZN,tacticaltraderlongUS
11/8/19,AMZN,tacticaltraderlongUS
11/9/19,AMZN,"$AMZN hope this pos goes to zero. Just had an amazing price for something yesterday, left it in my cart overnight and now its $100 more? Are you kidding me? What am i buying plane tickets here? What kind of bull shit practices are these? Just for that i will be shopping elsewhere for even a better product and paying more but just so i won't let these cock suckers play these games. Not even going into all the prop 65 poison products they sell. Bezos should be ashamed."
11/9/19,AMZN,"$BABA $AMZN $JD REFILE-UPDATE 1-With discounts galore and Taylor Swift, Alibaba eyes another record Singles' Day: Alibaba Group will kick off its annual 24-hour shopping extravaganza on Monday with deals and deep discounts galore, and a performance b.. https://newsfilter.io/articles/refile-update-1-with-discounts-galore-and-taylor-swift-alibaba-eyes-another-record-singles-day-6dd1fec073dad2f61fa067b499236c28"
11/9/19,AMZN,"$BABA $AMZN $JD With discounts galore and Taylor Swift, Alibaba eyes another record Singles' Day: Alibaba Group will kick off its annual 24-hour shopping extravaganza on Monday with deals and deep discounts galore, and a performance by American popst.. https://newsfilter.io/articles/with-discounts-galore-and-taylor-swift-alibaba-eyes-another-record-singles-day-4452148fabbfd8c35f1e753e7d3a3695"
11/9/19,AMZN,"$AMZN If you  see this antitrust ""tying"" case in the news don't let it throw you.  I don't think the merchant has a winning case.  While Amazon's website might be popular no one is forcing him to list on it ... there are plenty of other marketplace websites he could list on.  Ebay, Etsy, Craiglist, Facebook, etc. are all very popular in their own right!"
11/9/19,AMZN,"$SPY Yeah, Trumps a tough guy :o) Give us a break, he's a coward who has folded every time & in everything he's ever said. From Mexico to China & now Xi owns him. so while he may talk tough in front of his  emotional support rallies but to hear him talk about not caring if he gets a deal yet is laughable. "
11/9/19,AMZN,"Maher nailed it, yes we dont like Zuck & yes he's not been the best stewart of the power he has but the real problem is how many people in the USA get all their news from $FB & want to blame FB & $TWTR for all the ills of society. Thats about Education not social media."
11/9/19,AMZN,$AMZN NEW ARTICLE : Amazon bid for business-friendly Seattle council withers as adversary pulls ahead in surprise comeback dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/9/19,AMZN,"$AAPL $AMZN $AR NEW ARTICLE : Quietly, Bond Yields Are Surging And TLT Is Declining dashboard.stck.pro/news.php... Get all the latest $AAPL related news here : https://dashboard.stck.pro/news.php?ticker=AAPL"
11/9/19,AMZN,Customers can pickup their packages from store Counters in our partner locations. A consistently strong customer service experience supported by GREAT STORE PARTNERS like RITE AID and the Counter App.
11/9/19,AMZN,$AMZN $GOOG $GOOGL NEW ARTICLE : Are We at Peak Amazon? dashboard.stck.pro/news.php... Get all the latest $AMZN related news here : https://dashboard.stck.pro/news.php?ticker=AMZN
11/9/19,AMZN,"$SPX $AMZN Need to Know: The ‘mother of all bubbles’ could blow up the economy if profits don’t improve, warns Blackstone strategist www1.cmlviz.com/article/SPX..."
11/9/19,AMZN,"New ratings for Unum($UNM), Amazon Com($AMZN), Investors Bancorp($ISBC), Expeditors… macroaxis.com/invest/market... #canada #canadian_equities #CA"
11/9/19,AMZN,$AMZN Finally took the plunge and cancelled my prime subscription after 5 years membership. #BoycottAmazon #CapitalismGreaterThanSocialism
11/9/19,AMZN,$BKNG  why I exited $EXPE $GOOGLIS a real competition for its own survival $AMZN watching entire travel space too. Remember $TRVG
11/9/19,AMZN,$BKNG  why I exited $EXPE $GOOGL a real competition for its own survival $AMZN watching entire travel space too. Remember $TRVG
11/9/19,AMZN,"You don't like FB or TWTR? then get of FB & TWTR, they're voluntary & no one is holding a gun to your head  $SPY $AAPL $AMZN "
11/9/19,AMZN,Stocks to Watch Going into the Week of 11.11.2019 $NKE $GOOGL $AMZN - Transparent Traders transparenttraders.me/2019/...
11/9/19,AMZN,"$AMZN same observation on the daily chart, . not a trade recommendation, follow up with my weekly chart from before.  t"
11/9/19,AMZN,"$AMZN this has infrequent, explosive moves up that are impossible to time. Really hard to trade options here right now"
11/9/19,AMZN,"$AMZN has a bad technical rating, but it does show a decent setup pattern. chartmill.com/stock/analyze..."
11/9/19,AMZN,"An investor's guide to space, Wall Street's next trillion-dollar industry cnbc.com/2019/11/09/how-to-..."
11/9/19,AMZN,$RAD Benefits of using $AMZN Hub Counter: Pick up where you shop ...and shop where you pick up!!
11/9/19,AMZN,Here are the most loved stocks on Wall Street from here cnbc.com/2019/11/09/here-ar...
11/9/19,AMZN,$SPY $AAPL $AMZN   Alibaba global sale starts in 10 hours   Apple products listed too
11/9/19,AMZN,$FB $AMZN $NFLX $NVDA $GOOGL ? Ya.....in the room updated all of those as well
11/9/19,AMZN,I made a secret account that I just make Wall Street Bets type trades in ____
11/9/19,AMZN,Hackers Could Steal Your Home WI-Fi Password Through $AMZN Ring Doorbell Flaw
11/9/19,AMZN,https://marketrealist.com/2019/11/amazon-the-secret-to-bezoss-success/_
11/9/19,AMZN,Next week when the public hearings start he'll be begging Xi for help
11/9/19,AMZN,Current Amazon Stock Price Trend newtraderu.com/2019/11/09/c... $AMZN
11/9/19,AMZN,$AAPL $SPY $FB  $AMZN $BTC.X  Is it MONDAY yet?? Open the MARKETS!
11/9/19,AMZN,$AAPL $SPY $FB  $AMZN $TSLA  YEE-HAAA Getting stronger and higher
11/9/19,AMZN,"$DJIA 30,000 $AMZN  2,000 by eoy youtube.com/watch?v=T906033..."
11/9/19,AMZN,Daily news snapshot for $AMZN wsfriend.com/daily/news/AMZ...
11/9/19,AMZN,$AMZN Dr. J added on Friday youtube.com/watch?v=T906033...
11/9/19,AMZN,Trade deal???? Not anytime soon $AAPL $NVDA $AMZN $GE $BA 
11/9/19,AMZN,This Amazon shopping hack makes every day Black Friday 
11/9/19,AMZN,$AMZN CHEERS TO THE KING OF THE NORTH! 1830+ NEXT WEEK!
11/9/19,AMZN, is not able to accept a white male for a President.
11/9/19,AMZN,$AMZN Warehouse deals apple.news/A35EUoPNRQFiizcK...
11/9/19,AMZN,$AMZN This thing still in a death cross? No trust.
11/9/19,AMZN,$AMZN absolutely the worst customer service ever
11/9/19,AMZN,$AMZN We will be $1850 in less than 10 days
11/9/19,AMZN,_Amazon: The Secret to Bezos's Success 
11/9/19,AMZN,READ---> news.beincrypto.com/2019/11...
11/9/19,AMZN,$AAPL $SPY $FB  $AMZN $BTC.X   Alright
11/9/19,AMZN,$AMZN is a fraud and fund corruption
11/9/19,AMZN,$RAD $AMZN Counter launched in 2019 
11/9/19,AMZN,$SPY $AAPL $FB $AMZN $BTC.X ______
11/9/19,AMZN,sale.alibaba.com/1111/main_...?
11/9/19,AMZN,$AMZN this is about to collapse
11/9/19,AMZN,youtube.com/watch?v=OTTeAGf...
11/9/19,AMZN,scmp.com/economy/china-econ...
11/9/19,AMZN,$SPY $FB  $AAPL  $AMZN  $BABA
11/9/19,AMZN,$AMZN This Goodnewsbull guy 
11/9/19,AMZN,Phase One any moment now.
