1/1/67,7.837,0,0,0
2/1/67,6.85,0,0,0
3/1/67,7.22,0,0,0
4/1/67,8.164,0.004478838,0,0
5/1/67,7.961,0.014359523,0,0
6/1/67,8.186,0.008840453,0.005708764,0
7/1/67,7.939,-0.001460723,0.00768295,0
8/1/67,7.295,-0.007334686,-6.20195E-05,0
9/1/67,7.764,-0.006199141,-0.003958168,0
10/1/67,7.052,-0.007111665,-0.006009319,0
11/1/67,6.766,-0.007478428,-0.008658999,0
12/1/67,7.78,-0.000801775,-0.002905036,0
1/1/68,8.526,0.017730457,0.005541423,0
2/1/68,8.035,0.014760119,0.00634602,0
3/1/68,8.743,0.007837516,0.012170299,0
4/1/68,8.153,-0.001470182,0.008757079,0
5/1/68,8.694,0.00451763,0.003900083,0
6/1/68,8.413,-0.001508971,0.000740002,0
7/1/68,8.996,0.007357931,0.004072686,0
8/1/68,8.994,0.00481525,0.003258859,0
9/1/68,8.702,0.002767864,0.003924635,0
10/1/68,8.96,-0.001325553,0.002032994,0
11/1/68,8.638,-0.002671081,0.000660054,0
12/1/68,8.642,-0.00167085,-0.002415598,0
1/1/69,8.85,-0.00106792,-0.001147714,0
2/1/69,8.869,0.002939632,0.000475026,0
3/1/69,8.356,-0.002655066,-0.001960576,0
4/1/69,8.5,-0.005162539,-0.001406925,0
5/1/69,8.51,-0.003035119,-0.002073672,0
6/1/69,8.489,0.001338744,-0.002566692,0
7/1/69,8.065,-0.004353603,-0.003390858,0
8/1/69,8.45,-0.001947886,-0.000791829,0
9/1/69,8.975,0.006060315,0.001675542,0
10/1/69,8.642,0.007396743,0.002353102,0
11/1/69,8.062,-0.004878898,0.000128381,0
12/1/69,7.804,-0.013475546,-0.002588114,1
1/1/70,7.394,-0.013087997,-0.008762641,1
2/1/70,7.944,-0.002457376,-0.008532877,1
3/1/70,7.444,-0.001678341,-0.006356265,1
4/1/70,7.742,0.001949572,-0.001999121,1
5/1/70,7.668,-0.001677172,-0.000105915,1
6/1/70,8.054,0.005756087,0.002676058,1
7/1/70,7.72,0.001078122,0.000645816,1
8/1/70,7.595,-0.00178727,0.001012741,1
9/1/70,7.763,-0.003224869,-0.000412892,1
10/1/70,5.981,-0.01633351,-0.008767197,1
11/1/70,4.944,-0.031754806,-0.019195931,1
12/1/70,5.184,-0.028872106,-0.02090708,0
1/1/71,8.255,0.023110636,-0.005079661,0
2/1/71,8.305,0.042896186,0.009212416,0
3/1/71,8.749,0.03599807,0.025440864,0
4/1/71,8.296,0.001814723,0.02614523,0
5/1/71,8.164,-0.003058082,0.014782867,0
6/1/71,8.423,-0.003625801,-5.84702E-05,0
7/1/71,7.883,-0.003197793,-0.003078117,0
8/1/71,8.27,-0.000688595,-0.003149704,0
9/1/71,9.964,0.016432656,0.007628564,0
