date,tweet
11/10/2019 13:13,"My Caddie Keeps Score Too

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm… https://t.co/eHXIWuFfKg"
11/10/2019 13:16,"RT @brianfires: The Best Part Was Someone Else Kept Score! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge…"
11/10/2019 13:16,"RT @brianfires: My Caddie Keeps Score Too

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm $bac $c…"
11/10/2019 13:22,"I'm Still Working To Get My Life Back,Who Am I Kidding?

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/FDg8n8rjAt"
11/10/2019 13:28,"RT @brianfires: I'm Still Working To Get My Life Back,Who Am I Kidding?

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we…"
11/10/2019 13:28,"We'll Know Soon If I Play Pebble Beach During Thanksgiving.

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm… https://t.co/SR1WJzEPcd"
11/10/2019 13:34,"RT @brianfires: We'll Know Soon If I Play Pebble Beach During Thanksgiving.

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg…"
11/10/2019 13:34,"RT @brianfires: We'll Know Soon If I Play Pebble Beach During Thanksgiving.

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg…"
11/10/2019 16:40,"(Typical rally)this week for $TTD, $TGT and $CPT https://t.co/fJQLVQAw6l"
11/10/2019 16:40,Target $TGT Now Covered by Nomura https://t.co/k9HSLaabjl
11/10/2019 16:40,Target $TGT Now Covered by Nomura https://t.co/k9HSLaabjl
11/10/2019 16:40,"(Typical rally)this week for $TTD, $TGT and $CPT https://t.co/fJQLVQAw6l"
11/10/2019 19:26,$TGT Rejected at a resistance level from early September. https://t.co/pOFK5nrqUF
11/10/2019 19:26,$TGT Rejected at a resistance level from early September. https://t.co/pOFK5nrqUF
11/10/2019 19:33,"$TGT -  If this pattern breaks, should see a gap fill to $88ish https://t.co/6D2QBpl0u4"
11/10/2019 19:33,"$TGT -  If this pattern breaks, should see a gap fill to $88ish https://t.co/6D2QBpl0u4"
11/10/2019 21:02,"Walmart $WMT is trading at new historic highs, currently +1.9% at $119.44. S/t over-stretched. I would note the key… https://t.co/fKdpHAKt9P"
11/10/2019 21:02,"Walmart $WMT is trading at new historic highs, currently +1.9% at $119.44. S/t over-stretched. I would note the key… https://t.co/fKdpHAKt9P"
11/10/2019 21:20,In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY b… https://t.co/O4jIwwdkGE
11/10/2019 21:20,In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY b… https://t.co/O4jIwwdkGE
11/10/2019 21:33,RT @StaceyRetail: In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY being d…
11/10/2019 21:33,RT @StaceyRetail: In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY being d…
11/10/2019 22:28,"RT @permabear_uk: Walmart $WMT is trading at new historic highs, currently +1.9% at $119.44. S/t over-stretched. I would note the key 10MA…"
11/10/2019 22:28,"RT @permabear_uk: Walmart $WMT is trading at new historic highs, currently +1.9% at $119.44. S/t over-stretched. I would note the key 10MA…"
11/10/2019 23:02,How to trade the stock market when the $VIX shoots through the roof.  $TGT $WMT $ROST $COST $PG $KO $PEP $DG https://t.co/L6oBpynZub
11/10/2019 23:02,How to trade the stock market when the $VIX shoots through the roof.  $TGT $WMT $ROST $COST $PG $KO $PEP $DG https://t.co/L6oBpynZub
11/10/2019 23:48,"2019 Dividend Champions List
133 U.S. Companies with 25+ Consecutive Years of Dividend Increases!… https://t.co/M5p9IPrSdC"
11/10/2019 23:48,"2019 Dividend Champions List
133 U.S. Companies with 25+ Consecutive Years of Dividend Increases!… https://t.co/M5p9IPrSdC"
11/10/2019 23:55,"Ok $TGT, so #Shipt is down, but you have no concept of back pressure in your delivery pipeline channels, so orders… https://t.co/jMgs0gk2LZ"
11/10/2019 23:55,"Ok $TGT, so #Shipt is down, but you have no concept of back pressure in your delivery pipeline channels, so orders… https://t.co/jMgs0gk2LZ"
11/10/2019 23:56,RT @StaceyRetail: In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY being d…
11/10/2019 23:56,RT @StaceyRetail: In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY being d…
11/11/2019 0:00,Short sale volume(not short interest) for $KSS on 2019-11-08 is 67%. https://t.co/qVEzmKRTkr $JCP 60% $DDS 68% $TGT 40% $JWN 48%
11/11/2019 0:18,Will $SBUX hold 200 day MA or break down: $spy $dia $uco $iwm $gld $cmg $mcd $YUM $xle $xlk $xlf $xlb $xli $xlp… https://t.co/1mcX7WoQqZ
11/11/2019 1:11,RT @StaceyRetail: In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY being d…
11/11/2019 2:45,"Claim FREE Omni Coin for watching videos – current returns: 0.0415 $OMNI daily

https://t.co/h5f0nYy4hu

$XMCC $TGT… https://t.co/BiD5FKAt7z"
11/11/2019 4:37,RT @SharePlanner: How to trade the stock market when the $VIX shoots through the roof.  $TGT $WMT $ROST $COST $PG $KO $PEP $DG https://t.co…
11/11/2019 5:38,RT @StaceyRetail: In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY being d…
11/11/2019 10:12,"$BBY $TGT:

NerdWallet: What to buy and what to skip on Black Friday:

https://t.co/FaOiyFzqV1"
11/11/2019 10:32,$TGT in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators:… https://t.co/0my6uq8Ln5
11/11/2019 10:48,Target $TGT Trading Report https://t.co/xWPHl4zm6C Click for Buy/Sell
11/11/2019 10:54,Directional Bias for Target $TGT Trading Report https://t.co/Ntl8gnHz6E Click for Details https://t.co/Q2xTf1A1SH
11/11/2019 12:41,RT @StaceyRetail: In the first minute of #globalshoppingfestival #alibaba sold $1B product. That translates to annual revs at $BBBY being d…
11/11/2019 13:16,"$TGT KeyBanc analyst Edward Yruma raised pt to $130 from $120 and keeps Overweight, believes is uniquely positioned… https://t.co/DZh3hNaMa8"
11/11/2019 13:20,"#Boeing Wants To Shoot Higher On The Weekly. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we… https://t.co/kF7LMrGTgn"
11/11/2019 13:25,"#Target

Keybanc sube su precio objetivo de $120 a $130, cree que está posicionada perfectamente para ganar cuota d… https://t.co/AGAN1MGpXY"
11/11/2019 13:28,"I Expect Dec-Mar 2020 Repeat Performance For #Boeing

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg… https://t.co/3KsbXL4Z0d"
11/11/2019 13:46,"RT @gualestrit: #Target

Keybanc sube su precio objetivo de $120 a $130, cree que está posicionada perfectamente para ganar cuota de mercad…"
11/11/2019 13:53,"RT @kspinka: Ok $TGT, so #Shipt is down, but you have no concept of back pressure in your delivery pipeline channels, so orders are just pi…"
11/11/2019 14:03,"$TGT $PSMT $DG $BURL:

PriceSmart’s (PSMT) Comps Rise for Fifth Straight Month:

https://t.co/CUqFg2T0Pi"
11/11/2019 14:10,$TGT Target price target raised to $130 from $120 at KeyBanc
11/11/2019 14:14,$TGT - KeyBanc sees Target rally extending https://t.co/eyH6cadExJ
11/11/2019 14:19,KeyBanc sees Target rally extending $TGT https://t.co/awAmxVPtTO
11/11/2019 14:33,"$LOW $WMT $ROST $TGT:

The Zacks Analyst Blog Highlights: Walmart, Lowe’s, Ross Stores and Target:

https://t.co/OhGisWUkkL"
11/11/2019 14:33,#inside day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn… https://t.co/Uj8QssewAo
11/11/2019 14:44,"The Technology Company $Uber CEO Lacks Good Judgement Tell. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm… https://t.co/GPKMH79Cvg"
11/11/2019 14:48,"$TGT:

KeyBanc sees Target rally extending:

https://t.co/5ZpvEoaSBe"
11/11/2019 14:48,"Khasshogi Was Murdered! Premeditated Murder 1! There Was No Mistake! 
Your Fired $Uber ! 

$aapl $amzn $agn $brk… https://t.co/laZKWIaA6N"
11/11/2019 14:49,"$Uber CEO Proves He's A Moron! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge… https://t.co/xcnqEDokBg"
11/11/2019 14:57,"Target Corporation (NYSE: $TGT) stock price volatility forecast to rise over next month.
https://t.co/KaL6HMOQeV https://t.co/kxW7jtg0Ym"
11/11/2019 14:59,"Target Corporation $TGT up by 0.12% at $110.2876

UNUSUAL ACTIVITY VOLUME 815.17% STRENGTH 567.97% 

#Stocks #UnusualActivity"
11/11/2019 15:04,"RT @kspinka: Ok $TGT, so #Shipt is down, but you have no concept of back pressure in your delivery pipeline channels, so orders are just pi…"
11/11/2019 15:06,20 DMA Support today: $ARCC $MDLA $AVTR $PSTG $XELB $SWI $GTX $CWK $PLAY $ASHR $OPTT $WSM $WTI $TGT $MAG $MMS $IEX… https://t.co/yFQTTiT8dS
11/11/2019 15:14,"RT @MercadomagicoV: $NMGC NEOMAGIC CORPORATION #ECOMMERCE DIVISION https://t.co/a6SL7hKFmG WELCOMES PRIME 6
https://t.co/ovzYcy6JH4
$AMZN $…"
11/11/2019 15:14,"RT @MercadoMagicoMX: $NMGC NEOMAGIC CORPORATION #ECOMMERCE DIVISION https://t.co/0SQ0xPrjbl WELCOMES PRIME 6
https://t.co/BDWUdk13SR
$AMZN…"
11/11/2019 15:15,RT @NeoMagic_Corp: Open your online store (FREE 🆓 ) on https://t.co/EIcwSAiPzz start selling and get paid MAS! $NMGC @MERCADOMAGICO ▶ https…
11/11/2019 15:21,"In terms of scoring a bargain, income level generally isn't a factor for over 60% of consumers. So which retailers… https://t.co/YTUL5aDbYX"
11/11/2019 15:29,"Such a Rounded Number. How Do They Not Know The Number? 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/Z8orBp7gyn"
11/11/2019 15:32,Get to know the consumer discretionary sector #ETF $XLY. Top holdings include $AMZN $HD $MCD $NKE $SBUX $LOW $BKNG… https://t.co/7RctdMODP4
11/11/2019 15:36,"17/A retail risk-on vs. risk-off chart

In a risk on scenario, expect the discretionary co's $KSS $LB $LAD $GM to o… https://t.co/FHo51VMlmo"
11/11/2019 15:48,"Jamie's A Billionaire Now. 
His Work On $WE Proved His Greedy Ways. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm… https://t.co/mCfZPMqR5v"
11/11/2019 15:48,STARTER SOLD -1 VERTICAL $TGT 20 DEC 19 105/100 PUT @1.24 https://t.co/aN2hrCRJAn
11/11/2019 15:50,"I Don't Know How Jamie Dimon Keeps His Job After $WE 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/DnxpU8qAik"
11/11/2019 16:00,"$es_f eMini #futures #trading target for the short term: 3,089.25. It could happen today or next week. [ $aapl… https://t.co/6nmFdzgX7m"
11/11/2019 16:02,"RT @brianfires: Jamie's A Billionaire Now. 
His Work On $WE Proved His Greedy Ways. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $…"
11/11/2019 16:05,"We Call For $JPM Chairman &amp; CEO, Jamie Dimon, To Step Down Over $WE 

$aapl $amzn $agn $brk $bhc $tst $iep $crm… https://t.co/8WYOD9rHCb"
11/11/2019 16:10,"Look, There's New Allegations &amp; More Coming! 
This....

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/CqdxETv8TQ"
11/11/2019 16:18,"$JPM CEO Jamie Dimon 
Pimped $WE With Non GAAP &amp; It Backfired? 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/tvG7U8w6aE"
11/11/2019 16:45,"Doubled Down on #Boeing Calls. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge… https://t.co/TzoubakWWQ"
11/11/2019 16:47,"I Wasn't Done Yet! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm $bac… https://t.co/uGDTxnD970"
11/11/2019 17:03,"$INKW to Begin Production and Distribution

$KGKG $WPUR $EAST $NBEV $WMT $COST $KR $KO $TGT $FB $CMG $MCD $PEP $GO… https://t.co/Ko8QhRvi4K"
11/11/2019 17:06,"I Love The Stock Market! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm… https://t.co/6XEzZHITRR"
11/11/2019 17:08,"RT @TDAmeritrade: In terms of scoring a bargain, income level generally isn't a factor for over 60% of consumers. So which retailers might…"
11/11/2019 17:09,"I Sold My Calls at High. 
I Tend To Get In &amp; Out Early!

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/tsFUzUEBOz"
11/11/2019 17:16,"I Bought More On The $BA Call Side Pushing Out Expiration. Cheers! 
$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/mWqdgwiORf"
11/11/2019 17:20,"RT @PENNIEStoSTACKS: $INKW to Begin Production and Distribution

$KGKG $WPUR $EAST $NBEV $WMT $COST $KR $KO $TGT $FB $CMG $MCD $PEP $GO $GN…"
11/11/2019 17:23,"A Beginner’s Guide to Stock Investing. 

On Amazon. 

Link: https://t.co/Nm3L7G4Zzw 

$CWH $PBR $HDP $XENT $DNB… https://t.co/Ei9kNx6nAa"
11/11/2019 17:31,"https://t.co/7iKAfrsy67  BUY!!           $cron $TLRY $lyft $uber $AAPL $TSLA 
$AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD… https://t.co/fcpBbUBNs4"
11/11/2019 17:43,"I Tried To Tell You. #Boeing is a $400 When The MAX Flies Again!
$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/wd5gvbdzI5"
11/11/2019 17:53,"2 Stoned Out Freaks?

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm $bac… https://t.co/lE3GvBC1fX"
11/11/2019 18:01,"Today's million dollar CALL #options trade update:
$AAPL $AMRN $AMZN $BABA $BAC $FB $GOOGL $NFLX $OXY $SYK $TGT… https://t.co/YJ75X2hgad"
11/11/2019 18:32,"RT @gualestrit: #Target

Keybanc sube su precio objetivo de $120 a $130, cree que está posicionada perfectamente para ganar cuota de mercad…"
11/11/2019 18:46,"I'm In Long #Boeing Had To Push Out Expirations Though! So We Wait!

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/CKalamOjes"
11/11/2019 19:03,You willing to fly 737 max after it coming back? $spy $dia $uco $gld $iwm $ezu $fxi $xle $xlf $xlk $xlp $xly $xlu… https://t.co/B39bdXR6Fd
11/11/2019 19:19,"No Commissions &amp;Price Improvements On Trades Has Been Very Very Good To Me. Thank You Fidelity!

$aapl $amzn $agn… https://t.co/XiVh6hOvjt"
11/11/2019 19:21,"RT @brianfires: No Commissions &amp;Price Improvements On Trades Has Been Very Very Good To Me. Thank You Fidelity!

$aapl $amzn $agn $brk $bhc…"
11/11/2019 19:31,"$SPX $WMT $DJIA $CSCO $NVDA $TGT:

Earnings Watch: Walmart, weed and a couple of crucial tech earnings are coming y… https://t.co/YDu2r69uWn"
11/11/2019 19:37,"$BKE $URBN $TGT $BOOT:

Buckle (BKE) Continues with Positive Comps Trend in October:

https://t.co/VEayGJCTcA"
11/11/2019 19:56,Alibaba: A Singular Success $BABA $AMZN $WMT $TGT $JD $PDD $AAPL $C $MS $JPM https://t.co/pfq6dal7Nf via @RealMoney
11/11/2019 20:07,$ARST .0035? 52WKHIGH 1.48! BOUNCING HARD.💸📈🛒✈ $AAPL $ACWI $BHP $CBRL $CERN $CRM $CXO $DIA $EWZ $FANG $GDX $GLD… https://t.co/YnMSj6exVk
11/11/2019 20:07,RT @Sarge986: Alibaba: A Singular Success $BABA $AMZN $WMT $TGT $JD $PDD $AAPL $C $MS $JPM https://t.co/pfq6dal7Nf via @RealMoney
11/11/2019 20:44,"Stay Tuned For My Next Hit! 
Banking On #Boeing 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we… https://t.co/F3wmK0Oa5R"
11/11/2019 20:45,"RT @brianfires: Stay Tuned For My Next Hit! 
Banking On #Boeing 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $f…"
11/11/2019 20:53,"Amazon pushes forward with new grocery brand https://t.co/9T3Moix4M3 $AMZN, $KR, $SFM, $TGT, $WMT Great Dividend Stock BUY TGT!"
11/11/2019 20:58,KeyBanc sees Target rally extending https://t.co/ckoNd5qLX6 $TGT Great Dividend Stock BUY TGT!
11/11/2019 21:00,"Inside Day 11/11:

$AAL
$ACB
$AGN
$AVGO
$BAC 
$BKNG
$C
$CAT
$CCL
$CELG
$CGC
$CRWD
$CVS
$DAL
$GE
$IBB
$JNJ
$JPM… https://t.co/NStuiuvsDQ"
11/11/2019 21:01,"RT @OptionsLocator: Inside Day 11/11:

$AAL
$ACB
$AGN
$AVGO
$BAC 
$BKNG
$C
$CAT
$CCL
$CELG
$CGC
$CRWD
$CVS
$DAL
$GE
$IBB
$JNJ
$JPM
$MTCH
$N…"
11/11/2019 21:03,"What A Great Day For #Boeing Longs! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb… https://t.co/Zjyy4r6Au1"
11/11/2019 21:09,"#Boeing Calls Made A Difference Today.
$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb… https://t.co/NocfPUPCUP"
11/11/2019 21:30,$WTRH OVERSOLD 7K on the ask?  BOUNCING AFTERHOURS💸📈🛒 $AAPL $ACWI $BHP $CBRL $CERN $CRM $CXO $DIA $EWZ $FANG $GDX… https://t.co/XI1xX3Gyvy
11/11/2019 21:43,"Won't Be Too Long Before I'm Green In Stocks! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we… https://t.co/JCIozrBaXD"
11/11/2019 21:47,"Walmart $WMT settled -0.3% at $119.04. M/t super strong, but yours truly would always favour $TGT of $HD (better ma… https://t.co/JGuf0e60PV"
11/11/2019 21:54,"Citi Research Recommend List:

$NCL $TGT $HCA $ACN $CSCO https://t.co/rsgR2dD8vb"
11/11/2019 21:57,$WTRH BOUNCING HARD AH SMART MONEY LOADING HEAVY! FREE MONEY #STOCKS #blockchain #Crypto #bitcoin #XRP #ico… https://t.co/itRWODMJex
11/11/2019 21:58,$WTRH BOUNCING HARD AH SMART MONEY LOADING HEAVY! $AAPL $ACWI $BHP $CBRL $CERN $CRM $CXO $DIA $EWZ $FANG $GDX $GLD… https://t.co/8nv6R7n0Ou
11/11/2019 22:09,JPMorgan Chase &amp; Co. Boosts Target $TGT Price Target to $130.00  https://t.co/uYeG7fCH0N
11/11/2019 22:10,Target $TGT Price Target Increased to $130.00 by Analysts at JPMorgan Chase &amp; Co. https://t.co/kLbmw4MKFQ
11/11/2019 22:18,"Claim FREE Omni Coin for watching videos – current returns: 0.0415 $OMNI daily

https://t.co/nFkqN6VnsV

$ANTI $TIT… https://t.co/44rnD27j8c"
11/11/2019 22:55,"@petenaja #AskHalftime $TGT? time to sell, take profits, hold or buy more?"
11/12/2019 14:05,$WMT and $TGT are the early favorites among analysts going into the #holidayshopping #holidayseason  but I still li… https://t.co/LHhtkWBs0X
11/12/2019 14:12,Walmart and Target are the early favorites among analysts going into the holiday shopping season https://t.co/yBCR9eqdCh $wmt $tgt
11/12/2019 14:20,$WTRH trading at $19.2mil MKTCAP when revs $49.2mil 3rd qtr alone!? $AAPL $ACWI $BHP $CBRL $CERN $CRM $CXO $DIA… https://t.co/Pt4MTPvgsF
11/12/2019 14:48,Stock Valuation by Scott Hoover: https://t.co/R0rGC80ftx $BBY $TGT $WMT $KR $WFM $IBM $INTC $QCOM $NVDA
11/12/2019 14:56,#breakout day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn… https://t.co/B47PqfhhCz
11/12/2019 14:58,$WMT $TGT Walmart and Target are the early favorites among analysts going into the holiday shopping season https://t.co/h0rTWekxz4
11/12/2019 15:02,$WTRH OVERSOLD BOUNCING HARD. $19mil MKTCAP? FREE MONEY💸 $AAPL $ACWI $BHP $CBRL $CERN $CRM $CXO $DIA $EWZ $FANG… https://t.co/yZMQs3M9mR
11/12/2019 15:09,$WTRH trading at $19.2mil MKTCAP when revs $49.2mil 3rd qtr!! #STOCKS #blockchain #Crypto #bitcoin #XRP #ico… https://t.co/hufTOjFHw2
11/12/2019 15:18,Unusual volume detected for $TGT https://t.co/VXhWzkZX6z
11/12/2019 15:18,https://t.co/FwmOQ1Msz5 &lt; This is the BEST stock alerts service! $C $ROKU $TGT $CVX
11/12/2019 15:33,"Is Anyone Surprised? 
The USA Has A Tone At The Top Problem Not Just In Corp. USA Either! 

$aapl $amzn $agn $brk… https://t.co/xAwyqMRi7N"
11/12/2019 15:36,$WTRH trading at $19.2mil MKTCAP when revs $49.2mil 3rd qtr!! #STOCKS #blockchain #Crypto #bitcoin #XRP #ico… https://t.co/Y0DxEoo9vs
11/12/2019 15:44,"Where's Warren Buffett's &amp; Carl Icahn's Reply To Mr. Reich? 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm… https://t.co/dt2IkvUilA"
11/12/2019 15:52,"RT @TrueBubbleHead: #GamePlan for Tuesday
*if strong, think $CMG long
*if weak, think $DIS short
* #15ORB: $CRON, $AAP, more tbd...
* #30OR…"
11/12/2019 16:07,"13.48% plus in my systematic portfolio since end of April 2019. This Friday, the next stock will be added. Excited… https://t.co/dQscvUaWtD"
11/12/2019 16:07,Stock Videos –$AAPL $AGNC $SBUX $CVS $GD $ALB $ABBV $AGN $AVP $MCK $WBA $ABC $MMM $DOX $MSFT $DAL $FDX $ETN $CMI… https://t.co/qr7ZkQic9S
11/12/2019 16:08,$WTRH BOUNCING. Short SQUEEZE! 60 cent break💸 $AAPL $ACWI $BHP $CBRL $CERN $CRM $CXO $DIA $EWZ $FANG $GDX $GLD… https://t.co/ZTce4bFdjH
11/12/2019 16:14,$TLRY $21.37 - Tilray- Big Marijuana - down from $300/sh - EARNINGS ALERT! https://t.co/3KMoTDrx61 Out after close… https://t.co/MHFdeQuGIn
11/12/2019 16:14,KeyCorp Raises Target FY2020 Earnings Estimates to $6.26 EPS (Previously $6.24). https://t.co/SfMtxR7L7d $TGT #TGT
11/12/2019 16:14,FY2020 EPS Estimates for Target Co. $TGT Raised by KeyCorp  https://t.co/BswDXr6HHk
11/12/2019 16:16,FY2020 EPS Estimates for Target Co. $TGT Raised by KeyCorp https://t.co/qI8EyC9kIY
11/12/2019 16:17,"Hurry Hurry &amp; Grab a Seat For The Next Trump Show! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg… https://t.co/rgzXylZPRI"
11/12/2019 16:18,FY2020 EPS Estimates for Target Co. $TGT Raised by KeyCorp https://t.co/TdK3dEaL0A #stocks
11/12/2019 16:23,KeyCorp Raises Target $TGT Price Target to $130.00 https://t.co/dKZU11lBNj #stocks
11/12/2019 16:30,"Bought More #Boeing 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm $bac… https://t.co/XRcwKfbsYw"
11/12/2019 16:36,"Top 10 Dividend Kings For November https://t.co/Rm2n8DMuAy $CBSH, $CINF, $CL, $DOV, $EMR, $FMCB, $LOW, $MMM, $NDSN, $PG, $TGT"
11/12/2019 16:40,"Another Way The Poor Get Held Back: 
$25K Min. Equity To Day Trade With No Commissions! 

$aapl $amzn $agn $brk… https://t.co/xpRVbI1Wnr"
11/12/2019 16:40,11:40:09 AM Automated Entry. Long 735 shares of $TGT at $109.07 for a trade that I will be looking to close in 1-5 days.
11/12/2019 16:43,"11nov2019 @jimcramer #StopTrading #alert "" $BABA sets new sales record for 1 day &amp; $TGT gets upgrade"" #baba #tgt… https://t.co/UUcmvK3AkP"
11/12/2019 16:44,$TGT making lod -1.4% and $WMT is green today
11/12/2019 16:51,"Not only is $TTD one of the top #SecOp reports https://t.co/3ZIM7m2Xbo today, it is an Early Entry Buy. We cover 32… https://t.co/gt5vLltgM0"
11/12/2019 16:56,Fell Below 50 DMA today: $TGT ... https://t.co/j2lcQOTpfA
11/12/2019 17:12,"Bad weather is good for clothing sales and ""short Christmas selling period"" is not a real thing. 

$TGT getting smo… https://t.co/CBBz2qvKic"
11/12/2019 17:24,"I Don't Know Why I Don't Get Invited To These Events!

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/5IKMIQlE5u"
