Date,Ticker,Value
2019-11-01,COST,-1.900000000000034
2019-11-04,COST,-0.34000000000003183
2019-11-05,COST,2.090000000000032
2019-11-06,COST,1.599999999999966
2019-11-07,COST,1.2799999999999727
2019-11-08,COST,-0.12000000000000455
2019-11-11,COST,-0.7100000000000364
2019-11-12,COST,-0.3299999999999841
2019-11-13,COST,2.7199999999999704
2019-11-14,COST,0.19999999999998863
2019-11-15,COST,-1.6499999999999773
