Date,Ticker,Value
2019-11-01,AMZN,3.4300000000000637
2019-11-04,AMZN,3.650000000000091
2019-11-05,AMZN,-7.4500000000000455
2019-11-06,AMZN,-5.230000000000018
2019-11-07,AMZN,-15.559999999999945
2019-11-08,AMZN,-2.009999999999991
2019-11-11,AMZN,-6.349999999999909
2019-11-12,AMZN,3.339999999999918
2019-11-13,AMZN,-20.2800000000002
2019-11-14,AMZN,3.1699999999998454
2019-11-15,AMZN,-20.559999999999945
